"title","channel_title","category_id","category_desc","views","likes","dislikes","comment_total","day","month"
"getting into a conversation in a language you don't actually speak that well","ProZD",1,"Film & Animation",1805185,72625,1714,4056,14,9
"VLOGTEMBER NYC ∙ RUNNING AROUND | heyclaire","Claire Marshall",22,"People & Blogs",71109,4127,50,299,14,9
"Radiohead - Lift","Radiohead",10,"Music",1091878,49500,538,3886,14,9
"Demi Lovato performing 'With A Little Help From My Friends' at Hand In Hand - September 12, 2017","Demi Lovato News",22,"People & Blogs",53673,1208,45,118,14,9
"Hurricane Irma death toll rises to 10 in Cuba","Al Jazeera English",25,"News & Politics",396448,1557,292,1368,14,9
"Tori Kelly & Luis Fonsi - Hallelujah | Hand In Hand Benefit 2017","tkvids",10,"Music",50518,1237,30,118,14,9
"Nerf Bow Trick Shots | Dude Perfect","Dude Perfect",17,"Sports",11475555,398514,8158,24861,14,9
"What's Actually the Plane of the Future","Wendover Productions",27,"Education",772128,21783,813,2839,14,9
"SUPERFRUIT REACTS TO TEENS REACT TO SUPERFRUIT","SUPERFRUIT",24,"Entertainment",310527,23994,373,2224,14,9
"From the air, Irma's catastrophic wrath is undeniable","USA TODAY",25,"News & Politics",232505,498,793,642,14,9
"‘Mystery Van’ Helping Self-Driving Cars Communicate with People | Autonomy | Ford","Ford Motor Company",2,"Cars & Vehicles",22004,38,15,6,14,9
"FENTY BEAUTY By Rihanna Review + Wear Test","Amy Macedo",26,"Howto & Style",55614,2433,84,453,14,9
"The xx - On Hold (Jamie xx Remix)","The xx",10,"Music",111776,4857,68,311,14,9
"Blind People Describe Beauty","WatchCut Video",24,"Entertainment",240156,7977,189,798,14,9
"Sarah Sanders: ESPN's Jemele Hill Committed 'Fireable Offense'","NTK Network",22,"People & Blogs",17777,15,0,6,14,9
"Imagine Dragons - Whatever It Takes (360 Version/Lyric Vide​o)","ImagineDragonsVEVO",10,"Music",478747,54551,306,3702,14,9
"Selena Gomez hand in hand","THE RESISTANCE Mind Tripper",25,"News & Politics",19105,154,20,20,14,9
"Usher and Blake Shelton - Stand By Me |  Hand In Hand A Benefit For Hurricane Relief | MTV","Alvaro Veloz",10,"Music",13459,223,2,23,14,9
"Action Bronson and Sean Evans Have a Sandwich Showdown, Judged by Mario Batali | Sean in the Wild","First We Feast",26,"Howto & Style",579532,17845,277,1852,14,9
"Apple Watch Series 3 hands-on live from Apple Event 2017","Engadget",28,"Science & Technology",65650,403,57,175,14,9
"Chargers vs. Broncos | NFL Week 1 Game Highlights","NFL",17,"Sports",829793,6501,386,2582,14,9
"What's In This 90s Mystery Caboodle?","grav3yardgirl",26,"Howto & Style",429138,18017,343,3900,14,9
"Stone Sour - Rose Red Violent Blue (This Song Is Dumb & So Am I) [OFFICIAL VIDEO]","Stone Sour",10,"Music",91333,6871,183,705,14,9
"Everything Wrong With Alien: Covenant In 16 Minutes Or Less","CinemaSins",1,"Film & Animation",1461358,35312,1062,6077,14,9
"5 DELICIOUS CHOCOLATE CUPCAKES IN 5 MINUTES! - The Scran Line","The Scran Line",26,"Howto & Style",22490,1939,15,156,14,9
"Depeche Mode - Cover Me","DepecheModeVEVO",10,"Music",93030,6162,81,564,14,9
"The Commuter Teaser Trailer #1 (2018) | Movieclips Trailers","Movieclips Trailers",1,"Film & Animation",229037,4137,157,587,14,9
"Joe Arpaio: Last Week Tonight with John Oliver (HBO)","LastWeekTonight",24,"Entertainment",3506621,67469,4459,8750,14,9
"World Of Walker (Trailer)","Alan Walker",10,"Music",285838,31544,422,3563,14,9
"Damage from Hurricane Irma at the Magic Kingdom, Walt Disney World","WDW News Today",19,"Travel & Events",35101,172,5,47,14,9
"The Problem With Our Phones","The School of Life",27,"Education",205103,10947,471,1206,14,9
"Here's Why the 2018 Lexus LC500 Costs $100,000","Doug DeMuro",2,"Cars & Vehicles",971177,19477,1157,8125,14,9
"Jumping Through Impossible Shapes!","Rclbeauty101",24,"Entertainment",1180879,47871,1640,4295,14,9
"6X EXTREME SPICY NOODLE CAR RIDE (I CRIED) | Ranz and Niana","Niana Guerrero",24,"Entertainment",564175,33359,489,4152,14,9
"更なるフィット感を追求するねこ。-Maru wishes for more fitting feeling.-","mugumogu",15,"Pets & Animals",61085,3797,9,362,14,9
"WHAT I WORE: NEW YORK FASHION WEEK!","Amber Scholl",26,"Howto & Style",213321,12990,138,1403,14,9
"LANY - Super Far (Official Video)","LANYVEVO",10,"Music",222206,21395,150,2298,14,9
"Last Week Tonight with John Oliver S04E23 - Sep 10, 2017","DeathByPixel",2,"Cars & Vehicles",675609,3571,1640,920,14,9
"Drowning for Power - Rooster Teeth Animated Adventures","Rooster Teeth",1,"Film & Animation",947706,25968,741,1139,14,9
"Don Lemon Praises ‘Chunky’ CNN Reporter Facing Irma Wrath: ‘Nothing Wrong With a Little Curve’","NN",22,"People & Blogs",111295,122,25,74,14,9
"IM GONNA BE A FATHER (Things Got Awkward)","Wil Dasovich",22,"People & Blogs",892442,27575,554,6161,14,9
"Season 21 Preview: White People Renovating Houses","South Park Studios",20,"Gaming",219849,3905,181,1329,14,9
"Jimmy Kimmel Talks to Kristen Bell in Orlando After Hurricane Irma","Jimmy Kimmel Live",23,"Comedy",310292,4598,155,371,14,9
"THIS MADE MY DAD CRY! | Story of my Comeback Competition","Nile Wilson",17,"Sports",214484,12908,125,937,14,9
"Fenty Beauty Pro Filt'r Foundation Review|| Nyma Tang #thedarkestshade","Nyma Tang",26,"Howto & Style",2511218,90146,1320,7936,14,9
"iPhone X walkthrough: Animoji, Face ID, Portrait Mode Lighting effects, more","SlashGear",2,"Cars & Vehicles",116342,569,37,121,14,9
"How To Make LLOYD From The NEW LEGO NINJAGO MOVIE Out Of CAKE | Yolanda Gampp | How To Cake It","How To Cake It",26,"Howto & Style",496275,25070,236,3634,14,9
"Mustard vs. Cheese? Answering Your Questions! #QandGay","MyHarto",26,"Howto & Style",86268,6084,48,686,14,9
"Enter Shikari - Rabble Rouser (official promo video)","Enter Shikari",10,"Music",81215,3716,228,494,14,9
"Interview With A Runaway Toddler","La Guardia Cross",23,"Comedy",40606,4296,11,605,14,9
"Hurricane Jose 5 a.m. advisory","WPTV News | West Palm Beach Florida",25,"News & Politics",267179,1071,184,0,14,9
"CHOCOLATE CHIP COOKIE CUPCAKES - NERDY NUMMIES","Rosanna Pansino",26,"Howto & Style",376653,21239,220,3538,14,9
"Things you need to know about Pennywise","Jenny Nicholson",1,"Film & Animation",45843,2548,115,504,14,9
"Crowder - Prove It ft. KB","CrowderVEVO",10,"Music",25912,1602,22,114,14,9
"How to photograph INCREDIBLE ARCHITECTURE!","Peter McKinnon",22,"People & Blogs",165684,15485,77,1180,14,9
"GALEN HOOKS  ||   WAIT for ME   ||   a GALEN HOOKS film","Galen Hooks",24,"Entertainment",12588,1330,4,119,14,9
"Obsessed With Netflix","Gus Johnson",23,"Comedy",70220,6395,80,388,14,9
"Harry Styles - The Chain (Fleetwood Mac cover) in the Live Lounge","BBCRadio1VEVO",10,"Music",1247138,68793,1092,4582,14,9
"Willow's Birthday","Johns Hopkins All Children's Hospital",29,"Nonprofits & Activism",51223,0,0,0,14,9
"Jim Carrey's Bizarre Fashion Week Interview | Daily Pop | E! News","E! News",24,"Entertainment",59907,152,248,286,14,9
"BLIND TASTE TEST // Grace Helbig","Grace Helbig",22,"People & Blogs",158781,10142,60,1003,14,9
"After Hours: 6 Movies Whose Timelines Don't Add Up","Cracked",23,"Comedy",410406,14671,344,1407,14,9
"Real Clowns Creepier than Pennywise from IT","Good Mythical Morning",23,"Comedy",1918194,39488,2017,6311,14,9
"Tommy Wiseau On Why James Franco Was Perfect For 'The Disaster Artist' | Los Angeles Times","Los Angeles Times",25,"News & Politics",179786,2642,25,466,14,9
"Apple Watch Series 3 hands on","TechCrunch",28,"Science & Technology",19880,112,3,28,14,9
"Rudimental - Sun Comes Up feat. James Arthur [Official Video]","Rudimental",10,"Music",304490,10871,171,385,14,9
"BIG ANNOUNCEMENT ON MY POPSCICLE","Miranda Sings",23,"Comedy",618587,35336,1143,16645,14,9
"QB turned Psychic? Tony Romo Predicts Future","Enter Name Here",17,"Sports",329508,3915,105,697,14,9
"FALL MAKEUP TUTORIAL | Talk  Through Tutorial | Casey Holmes","Casey Holmes",26,"Howto & Style",274315,16268,266,1965,14,9
"Fifty Shades Freed - Teaser [HD]","Fifty Shades",24,"Entertainment",4959620,18534,2723,2450,14,9
"$3 Seafood Vs. $213 Seafood • Australia","BuzzFeedVideo",22,"People & Blogs",4830992,107674,2276,11743,14,9
"FAIL.. + *New* ESTEE LAUDER DOUBLE WEAR NUDE {First Impression Review & Demo!} 15 DAYS OF FOUNDATION","thataylaa",26,"Howto & Style",150257,10185,137,1107,14,9
"How Kanye West’s ‘Graduation’ Changed Music | Genius News","Genius",10,"Music",264911,11034,304,1231,14,9
"Storm Chaser Battles Hurricane Irma’s Powerful Winds | NBC News","NBC News",25,"News & Politics",1170059,15377,996,4695,14,9
"kirstin - Bad Weather (Official Video)","kirstinVEVO",10,"Music",54816,4499,129,640,14,9
"Hillary Clinton speaks","CBS Sunday Morning",25,"News & Politics",364857,3521,24218,6501,14,9
"Jim Carrey Sounds Off on Icons and More at NYFW 2017 | E! Live from the Red Carpet","E! Live from the Red Carpet",24,"Entertainment",2817086,18485,723,5728,14,9
"Surveying Hurricane Irma's Damage in Southwest Florida","The New York Times",25,"News & Politics",9396,76,2,13,14,9
"Drone captures aftermath of Hurricane Irma in Naples, Florida","CBS News",25,"News & Politics",482681,949,138,598,14,9
"Here's what happens when two hurricanes collide","Tech Insider",28,"Science & Technology",151736,2153,102,444,14,9
"iPhone 8 Hands-On: Don't Overlook This Big Update","Tom’s Guide",28,"Science & Technology",24701,119,11,54,14,9
"Can You Assume Sexuality Based on a First Impression? | Tell My Story","SoulPancake",24,"Entertainment",372944,15547,646,2081,14,9
"Wet Book Rescue","SULPreservation",27,"Education",56016,351,12,20,14,9
"Hurricane Size Comparison","Reigarw Comparisons",28,"Science & Technology",2711006,29072,2279,7081,14,9
"Queen Live Aid 1985 (Part 1) (High Quality)","Jersy Del Rio",10,"Music",19753,112,5,10,14,9
"How Computers Compress Text: Huffman Coding and Huffman Trees","Tom Scott",27,"Education",348472,18538,115,1070,14,9
"LIVE TRACKING OF HURRICANE IRMA","ABC Action News",24,"Entertainment",7198312,26768,3932,147,14,9
"The Constitution of the Spartans","Historia Civilis",27,"Education",252323,12482,202,1635,14,9
"Tying a Shoe","Buttered Side Down",23,"Comedy",17270,1749,39,213,14,9
"Wolf Alice - Beautifully Unconventional","WolfAliceVEVO",10,"Music",122462,5058,107,355,14,9
"Casually Explained: Is She Into You II - What's the worst that could happen?","Casually Explained",23,"Comedy",1490599,75508,1519,3978,14,9
"Minelli - Empty Spaces (Official Video) [Ultra Music]","Ultra Music",10,"Music",352810,4636,239,331,14,9
"Larry's Back & Nothing Has Changed | Curb Your Enthusiasm Season 9 Trailer #2 (2017) | HBO","HBO",1,"Film & Animation",541705,6617,117,901,14,9
"10 EASY MAGIC TRICKS ANYONE CAN DO","#Mind Warehouse",27,"Education",5107032,33851,13164,4404,14,9
"Game Revealed: Season 7 Episode 3: A Goodbye Kiss","GameofThrones",1,"Film & Animation",204553,5164,57,447,14,9
"Japan's Ominous Dancing Cats and the Disaster That Followed","SciShow",27,"Education",307749,11202,150,800,14,9
"I Bought An Entire Outfit Blindfolded","Safiya Nygaard",22,"People & Blogs",2555997,126897,1115,9470,14,9
"Essential Phone Drop Test - TITANIUM and CERAMIC vs. GRAVITY!","JerryRigEverything",26,"Howto & Style",426636,20387,304,2612,14,9
"Viral Instagram Makeup Trends!! Wavy Eyebrows Tested! Alisha Marie","AlishaMarie",26,"Howto & Style",1681417,85017,1038,7196,14,9
"Try-On FALL HAUL! Fashion + Drugstore Makeup | Ingrid Nilsen","Ingrid Nilsen",26,"Howto & Style",197356,6357,142,357,14,9
"Rick and Morty Character Studies: Why is Rick Such a Rick?","ScreenPrism",1,"Film & Animation",170608,3442,303,381,14,9
"A Moment of Silence at the National 9/11 Memorial & Museum","Inside Edition",25,"News & Politics",28456,849,41,357,14,9
"Tracking Hurricane Irma 9/11","CBS Miami",25,"News & Politics",91906,270,62,219,14,9
"what is derealisation / depersonalisation?","doddlevloggle",24,"Entertainment",168561,20645,81,2100,14,9
"Hurricane Irma Makes Landfall in Florida Keys as Powerful Category 4 | TODAY","TODAY",25,"News & Politics",329907,1158,190,434,14,9
"TESTING WEIRD PUPPY TOYS WITH PUPPY!!! *CUTE*","LaurDIY",26,"Howto & Style",1043993,58482,588,3389,14,9
"FENTY BEAUTY by RIHANNA FULL REVIEW","James Charles",24,"Entertainment",1228127,47168,4719,6048,14,9
"10 Hour Test On These 5 Cult Beauty Buys | Full Face First Impressions | Beauty With Mi","Refinery29",26,"Howto & Style",16296,361,32,85,14,9
"Dried up Beach in the Bahamas","ViralHog",22,"People & Blogs",1297769,2727,514,934,14,9
"Hurricane Irma Now a Category 3, Could 'Re-Engergize' to Category 4 | MSNBC","MSNBC",25,"News & Politics",1774499,8057,2128,3396,14,9
"Life of Kylie Recap Season 1, Ep.7 | E!","E! Entertainment",24,"Entertainment",200970,2034,271,199,14,9
"Galaxy Note 8 // 8 Things To Do First!","Kevin The Tech Ninja",28,"Science & Technology",11811,401,17,50,14,9
"#IRMAgerd Hurricane Candy and why it's hard to make candy when it rains.","Lofty Pursuits",26,"Howto & Style",415382,12329,469,1746,14,9
"Hurricane Irma News Bloopers","Funny Local News",25,"News & Politics",10892,60,1,26,14,9
"10 Hilarious Thrift Store Items!","Matthias",28,"Science & Technology",2064406,41329,2694,15667,14,9
"BBC Anchor Gets LOST on Camera (News Blooper)","NewsFunnies",25,"News & Politics",273256,2408,121,263,14,9
"Hurricane Irma roars into the Florida Keys and continues up the coast","ABC News",25,"News & Politics",50537,251,27,150,14,9
"The Honda Civic has a very small feature, that I never noticed. Until now.","Jared's Garage",2,"Cars & Vehicles",667703,3996,722,280,14,9
"'I WILL KNOCK OUT ANTHONY JOSHUA!' - KUBRAT PULEV / AND ROUGHS UP & OFFERS TO FIGHT KUGAN CASSIUS!","iFL TV",17,"Sports",137388,974,76,691,14,9
"Served Like A Girl - Trailer","Freestyle Digital Media",1,"Film & Animation",9354,53,2,0,14,9
"I Gave Myself A Celebrity Hair Transformation 💇🏾✂️","Michelle Khare",24,"Entertainment",326281,8616,472,680,14,9
"Hurricane Irma Emergency Fake Interpreter","Jane Smith",22,"People & Blogs",168512,224,72,182,14,9
"CHECK DESCRIPTION! Southern most point live webcam","Kevin Novobilsky",23,"Comedy",2333602,4894,940,445,14,9
"Cal Football 2017: HC Justin Wilcox September 11, 2017","Cal Bears",17,"Sports",1097,9,0,7,14,9
"SALTED EGG CRAB! Street Food Tour of Old Airport Road Hawker Center","Strictly Dumpling",19,"Travel & Events",645414,13560,495,1792,14,9
"Nothing But Thieves - Sorry (Stripped Back)","NBTVEVO",10,"Music",103175,6708,68,345,14,9
"2017 US Open: Sloane Stephens Takes The Title","US Open Tennis Championships",17,"Sports",122620,756,49,445,14,9
"Garlic Knot Chicken Alfredo Ring","Tasty",26,"Howto & Style",358204,13019,196,521,14,9
"30 Days Timelapse at Sea | 4K | Through Thunderstorms, Torrential Rain & Busy Traffic","JeffHK",19,"Travel & Events",943682,59232,236,5468,14,9
"IT - SPOILER Talk","Jeremy Jahns",24,"Entertainment",808962,17617,1060,5684,14,9
"Killer Whales Attack Minke - Frozen Planet - BBC Earth","BBC Earth",15,"Pets & Animals",180554,3458,113,459,14,9
"First Tuned Run of Terry Mayhugh's Quarter Scale V12 Merlin","mayhugh1",2,"Cars & Vehicles",8075,55,0,6,14,9
"Rainbow Connection - The Muppets at The Hollywood Bowl - September 8, 2017 HD","Synthetik Films",10,"Music",96468,914,23,159,14,9
"Los jugadores de Sacachispas entraron vestidos de guerreros vs Sarmiento (Copa Argentina)","Futbol La Pasion",17,"Sports",54261,203,4,30,14,9
"Rami Malek como Freddie Mercury en Live Aid","A Queen Of Magic",10,"Music",80647,475,23,106,14,9
"Teardown and Experiments with a Doppler Microwave Transceiver","Kerry Wong",27,"Education",2953,105,0,21,14,9
"SVU 9.11 Opener Dedication.wmv","DarthLucifer08",24,"Entertainment",19468,87,2,14,14,9
"FENTY BEAUTY by RIHANNA... HIT OR MISS?! | Jeffree Star","jeffreestar",26,"Howto & Style",5292941,187251,17328,19816,14,9
"The Final Steps of Making Pyrimethamine (Daraprim)","NurdRage",27,"Education",231371,7945,47,786,14,9
"Stephen King's IT - What's the Difference?","CineFix",24,"Entertainment",1361619,20383,1020,3113,14,9
"ROASTING YOUTUBERS' NAILS (nail diss)","Simply Nailogical",24,"Entertainment",1849541,135169,5430,23408,14,9
"Blake Shelton - I'll Name The Dogs (Official Music Video)","Blake Shelton",10,"Music",1984548,25976,2917,2345,14,9
"Dancing in 80's Movies Supercut - Vol. 2","Robert Jones",24,"Entertainment",15093,210,3,26,14,9
"Dad Builds Palace For Dogs","Caters Clips",25,"News & Politics",5266,29,0,13,14,9
"Game of Thrones sings Look What You Made Me Do","Matthijs Vlot",1,"Film & Animation",456328,4309,69,264,14,9
"Hurricane Irma Warning With Sign Language","Cole Truax",22,"People & Blogs",58026,274,5,105,14,9
"The $80 Smartphone Challenge","Austin Evans",28,"Science & Technology",396083,12221,463,1772,14,9
"Kmart - I Can","Kmart",24,"Entertainment",122194,22,12,5,14,9
"FENTY BEAUTY | FULL FACE BEAT,  IMPRESSIONS + REVIEW","Shameless Maya",26,"Howto & Style",414089,20839,521,6595,14,9
"How to Save Your Seat in Japan","Life Where I'm From",22,"People & Blogs",110816,3644,110,719,14,9
"How to Cook With No Power During a Hurricane #Irma","Brothers Green Eats",26,"Howto & Style",79080,2248,225,395,14,9
"How to Win Australia","vlogbrothers",22,"People & Blogs",177155,9287,166,881,14,9
"RIHANNA FENTY BEAUTY My First Impressions Full Face + Review For Dark Skin | MsDebDeb","Ms Deb Deb",26,"Howto & Style",1139838,39393,1607,1519,14,9
"Steve Bannon: Trump's Access Hollywood tape was a litmus test","CBS This Morning",25,"News & Politics",174184,462,86,303,14,9
"24 Genres. Two Artists. One song. All voices. - Shape of You Ed Sheeran","Peter Hollens",10,"Music",723981,50162,1000,4923,14,9
"Kane Brown - Found You (Audio)","KaneBrownVEVO",10,"Music",920080,21350,907,909,14,9
"1976 Buick Skyhawk Commercial","OsbornTramain",22,"People & Blogs",1749,15,0,9,14,9
"Nicholls Postgame | Kevin Sumlin 9.9.17","Texas A&M Athletics",17,"Sports",14682,44,50,0,14,9
"Calvin Harris - Hard to Love (Official Video) ft. Jessie Reyez","CalvinHarrisVEVO",10,"Music",5127806,149929,8827,4964,14,9
"THE SHAPE OF WATER - Red Band Trailer","FoxSearchlight",1,"Film & Animation",496221,7571,521,1215,15,9
"My Boyfriend Buys My Outfits","JennaMarbles",23,"Comedy",1824481,135734,1086,16234,15,9
"Funny you should ask...","Google",28,"Science & Technology",544518,11937,1186,2333,15,9
