"title","channel_title","category_id","category_desc","views","likes","dislikes","comment_total","day","month"
"DJ Snake - A Different Way (Audio) ft. Lauv","DJSnakeVEVO",10,"Music",466678,27401,664,1611,24,9
"SOME THINGS I SHOULD TELL YOU // Grace Helbig","Grace Helbig",22,"People & Blogs",229628,11585,305,730,24,9
"Trip (The Movie)","Jhené Aiko",10,"Music",220589,0,0,866,24,9
"Theresa May's Brexit speech in Florence - watch live","Guardian Wires",25,"News & Politics",40980,95,214,459,24,9
"KB - Hometeam ft. Lecrae","Reach Records",10,"Music",101750,4123,71,708,24,9
"10 Years Of ‘Keeping Up With The Kardashians’: Kris Jenner, Kim K Look Back | Megyn Kelly TODAY","TODAY",25,"News & Politics",1368158,10577,1456,1323,24,9
"We Try 3 Kendall Jenner Makeup Looks KUWTK Anniversary | Beauty Evolution | Refinery29","Refinery29",26,"Howto & Style",44192,741,105,96,24,9
"Flight of the Year // Trains, Bridges, Rapids, Mountains, Sunset, Gapping, Perching, Powerlooping","NURK FPV",28,"Science & Technology",660885,7843,344,1173,24,9
"Peter Rabbit Trailer","Trailers Promos Teasers",24,"Entertainment",16084,65,73,36,24,9
"Bear in Russian traffic","Niks Ļeoņenko",23,"Comedy",141666,1790,94,254,24,9
"EXPLORING MEMES WITH MY BOYFRIEND","Arden Rose",1,"Film & Animation",74789,5402,183,303,24,9
"My Lazy Day Makeup Routine","Christen Dominique",26,"Howto & Style",371299,22918,341,1565,24,9
"FIRST MAKEUP TUTORIAL OF FALL! VAMPY GLAM | Manny MUA","Manny Mua",26,"Howto & Style",517166,41006,718,5245,24,9
"Gold iPhone 8 Plus Unboxing & First Impressions!","EverythingApplePro",24,"Entertainment",2033556,48630,2082,7203,24,9
"MY SCARIEST GHOST EXPERIENCE!","The Gabbie Show",26,"Howto & Style",1163772,133573,1801,12711,24,9
"Unsafe bicycling no hands on handle bar","Stop Bad Bicyclists In Wisconsin",22,"People & Blogs",2401,2,37,20,24,9
"Eli Lieb - Kissing Your Tattoos (Lyric video)","Eli Lieb",10,"Music",11929,1344,8,143,24,9
"My Everyday MAKEUP Routine | Fleur De Force","Fleur DeForce",26,"Howto & Style",108090,4214,86,297,24,9
"Fall Makeup Tutorial | Daisy Marquez","Daisy Marquez",22,"People & Blogs",271694,18899,490,1710,24,9
"Too Good At Goodbyes - SAM SMITH | Alicia Moffet & KHS Cover","Kurt Hugo Schneider",24,"Entertainment",338457,21393,167,880,24,9
"26 Facts about Libraries - mental_floss List Show Ep. 518","Mental Floss",27,"Education",57756,1876,33,325,24,9
"MAKEUP USING ONLY MY FINGERS CHALLENGE","The Gabbie Vlogs",22,"People & Blogs",311717,25131,186,2357,24,9
"COOK OFF! (2017 Movie) – Official Trailer","Lionsgate Movies",1,"Film & Animation",365898,3479,2159,693,24,9
"Magnitude 7.1 earthquake rattles Mexico City, Puebla","CGTN America",25,"News & Politics",502157,1040,164,0,24,9
"Everything Wrong With The LEGO Batman Movie","CinemaSins",1,"Film & Animation",2490053,59551,2801,8937,24,9
"R5 - Hurts Good (Official Video)","R5VEVO",10,"Music",461617,29716,429,2684,24,9
"ATHENA Laser Weapon System Defeats Unmanned Aerial Systems","LockheedMartinVideos",28,"Science & Technology",353011,349,71,166,24,9
"Buildings sway and people panic as 7.1 magnitude earthquake strikes Mexico","The Telegraph",25,"News & Politics",601248,1687,165,2,24,9
"Princess Elizabeth's Baby Clothes Appear at Auction","Burstow & Hewett",22,"People & Blogs",2886,3,0,0,24,9
"Apple Watch Series 3 with LTE review","The Verge",28,"Science & Technology",381082,6147,674,782,24,9
"Powerful 7.1 Earthquake Strikes Mexico | Los Angeles Times","Los Angeles Times",25,"News & Politics",434370,1256,159,1768,24,9
"OUR TEAM 10 AUDITION with TESSA BROOKS & NICK CROMPTON","shane",22,"People & Blogs",2477194,187224,6438,20069,24,9
"Wonderstruck Official Trailer [HD] | Amazon Studios","Amazon Studios",1,"Film & Animation",438912,187,11,17,24,9
"Hidden NES Golf game on Nintendo Switch. A tribute to Satoru Iwata.","fire3element",20,"Gaming",293143,3161,86,399,24,9
"WATCH: First Lady Melania Trump discusses children's issues at UN","PBS NewsHour",25,"News & Politics",60646,355,735,0,24,9
"First footage of wild sand cat kittens","Sand Cat Sahara Team",15,"Pets & Animals",179322,188,13,19,24,9
"Tomb Raider - Trailer Review","Jeremy Jahns",24,"Entertainment",287517,10752,256,2418,24,9
"Wonder Woman Makeup Tutorial (4 Different Ways)","Madeyewlook",26,"Howto & Style",237847,14441,135,199,24,9
"WHAT'S IN MY DIAPER BAG? || #MOMTEMBER","From Head To Toe",26,"Howto & Style",24491,947,12,63,24,9
"Q&A With Grey: Meme Edition","CGP Grey",27,"Education",845421,35165,811,2441,24,9
"Earthquake kills dozens in central Mexico","CNN",25,"News & Politics",304142,1253,380,2304,24,9
"Special Report: Deadly Earthquake Hits Central Mexico | NBC News","NBC News",25,"News & Politics",693507,2660,278,1828,24,9
"RIHANNA: FENTY BEAUTY - Review + First Impressions","NikkieTutorials",26,"Howto & Style",2862272,116096,3257,6889,24,9
"Sia - Rainbow (From The 'My Little Pony: The Movie' Official Soundtrack) (Official Video)","SiaVEVO",10,"Music",3355834,163795,2942,10368,24,9
"björk: the gate","Björk",10,"Music",127756,8343,154,1051,24,9
"Flight log - Elevations","Gab707",17,"Sports",62292,1142,9,203,24,9
"Japan vs USA | How different are fast food menus?","Rachel and Jun",22,"People & Blogs",346809,17090,513,1781,24,9
"PUPPY'S FIRST SWIM!","VLOGTOWSKI",22,"People & Blogs",219778,13958,91,1060,24,9
"M7.1 Quake Rocks Mexico City On Anniversary Of 1985 Earthquake","CBS Los Angeles",25,"News & Politics",256828,1239,100,2346,24,9
"Mad Libs Fail with Camila Mendes! | Madelaine Petsch","Madelaine Petsch",22,"People & Blogs",391978,31410,142,1497,24,9
"Tiësto & John Christian - Scream (Official Video)","Tiësto",10,"Music",138815,8453,207,338,24,9
"Giving Birth On A Mountain Top","Dolan Twins",23,"Comedy",1718796,228754,1545,14973,24,9
"The Internet: Crash Course Computer Science #29","CrashCourse",27,"Education",64925,2310,50,266,24,9
"Preserving the Migration of Giants: Guyana's Arapaima","thebrainscoop",27,"Education",27175,2005,11,185,24,9
"Merrell Twins Live","Merrell Twins Live",22,"People & Blogs",43836,2788,22,322,24,9
"Binomios caninos: entre el valor y el heroísmo","NotimexTV",25,"News & Politics",75601,214,7,18,24,9
"Sick - Cyanide & Happiness Minis","ExplosmEntertainment",23,"Comedy",803680,37698,4593,2442,24,9
"Powerful Hurricane Maria follows deadly storms Harvey and Irma","CBS News",25,"News & Politics",28143,121,22,55,24,9
"iPhone 8 vs 8 Plus Unboxing & Comparison!","Jonathan Morrison",28,"Science & Technology",1363776,51439,1666,6150,24,9
"EVERYTHING I'VE BEEN OBSESSED WITH | Gigi","Gigi Gorgeous",26,"Howto & Style",217336,6399,442,566,24,9
"Adam Savage Explores the Science-Fiction Spacesuits of FBFX!","Tested",28,"Science & Technology",204054,4932,57,420,24,9
"Вот она настоящая магия!","МИР УДИВЛЯЕТ v2.0",22,"People & Blogs",6261,47,1,3,24,9
"KUWTK | Keep It Kardashian: Back to the Start | E!","E! Entertainment",24,"Entertainment",1343382,14609,672,969,24,9
"Taylor Swift as a Limp Bizkit Song","Super Deluxe",24,"Entertainment",64601,2734,50,359,24,9
"Will Cain goes off over Kyrie Irving interview responses | First Take | ESPN","ESPN",17,"Sports",847620,7068,874,3991,24,9
"Chain Snaps and Smashes through Windshield","Manto kay SO Afsanay",22,"People & Blogs",18788,25,14,25,24,9
"Does the Ultra Boost Get Less Comfortable?","Brad Hall",26,"Howto & Style",49074,1606,47,201,24,9
"Kungs - More Mess (Official Video) ft. Olly Murs, Coely","KungsVEVO",10,"Music",297657,9760,282,338,24,9
"Zedd, Liam Payne - Get Low (Street Video)","ZEDDVEVO",10,"Music",2745752,166751,1909,5102,24,9
"Cardi B - Bodak Yellow (feat. Kodak Black) [Remix]","Cardi B",22,"People & Blogs",820895,19063,1895,2093,24,9
"Uplifted Alex – EA Sports FIFA18","Coca-Cola",17,"Sports",16625,251,32,20,24,9
"Maze Runner: The Death Cure | Official Trailer [HD] | 20th Century FOX","20th Century Fox",1,"Film & Animation",501864,15406,313,2583,25,9
"Trying to play Game Boy","Chris Cohoon",22,"People & Blogs",923481,15401,1049,3961,25,9
"iPhone X by Pineapple | Rudy Mancuso","Rudy Mancuso",23,"Comedy",1781313,134375,2327,8288,25,9
"Star Trek: Discovery - Main Title Sequence","Star Trek",24,"Entertainment",168086,1783,850,841,25,9
"Ravens, Jaguars players kneel during national anthem","CNN",25,"News & Politics",199374,3014,6333,7779,25,9
"Keith Eats Everything At McDonald's • The Try Vlog","BuzzFeedVideo",22,"People & Blogs",3871330,104252,7845,11791,25,9
"Found Lost iPhone Underwater in River While Snorkeling! (Freediving)","DALLMYD",17,"Sports",1577887,49906,1679,4855,25,9
"Game of Thrones Symbolism: The Mormonts","ScreenPrism",1,"Film & Animation",96897,3768,49,298,25,9
"I Made A Mistake","Courageous Conservatives PAC",25,"News & Politics",42463,228,990,416,25,9
"10 Strange Dollar Store Items Sent By Viewers!","Matthias",23,"Comedy",1322786,30063,1335,13582,25,9
"DON'T Buy The iPhone 8, Buy The iPhone 8.","Unbox Therapy",28,"Science & Technology",2372731,128365,25210,23978,25,9
"Glass elevator in the Steve Jobs Theater","Steve Kovach",22,"People & Blogs",270797,1931,1075,616,25,9
"These Are the Events That Will Happen Before 2050","RealLifeLore",27,"Education",2341640,66255,3820,20909,25,9
"10 New OREO Flavors!!! Taste Test Challenge-a-thon - Man Vs Youtube","Rob Czar",24,"Entertainment",515036,26876,1150,3098,25,9
"Primitive Technology: Mud Bricks","Primitive Technology",22,"People & Blogs",14068244,328200,7753,34273,25,9
"iPhone 8 vs Samsung Galaxy S8 Salt Water Test!","TechRax",24,"Entertainment",1233395,19468,3751,4469,25,9
"Kylie Jenner Is Pregnant! | TMZ News","TMZ",24,"Entertainment",1852386,10449,9873,10376,25,9
"Almost 600 Border Collies Gather in Attempt to Break World Record","Storyful News",25,"News & Politics",25656,421,22,169,25,9
"G10 - Highest Note Ever Hit In The World (Georgia Brown)","Pop Blast",10,"Music",146848,1640,184,282,25,9
"Husky's First Howl","TheAmazingTen",22,"People & Blogs",675960,25319,269,1607,25,9
"Athletes, fans divided over Trump's Kaepernick comments","ABC News",25,"News & Politics",50276,631,824,1700,25,9
"Gordon Finds Out Things Are A LOT More Complicated at Sam's Kabob Room | Kitchen Nightmares","Kitchen Nightmares",24,"Entertainment",499011,8934,214,1372,25,9
"A VERY PREGNANT LOOKBOOK!","Amber Scholl",26,"Howto & Style",659693,29438,1287,3971,25,9
"Husky Dog Adopts Stray Cat Saving Her Life | The Dodo: Comeback Kids","The Dodo",15,"Pets & Animals",330150,12533,150,1051,25,9
"FIX YOUR LIFE (YIAY #359)","jacksfilms",23,"Comedy",1517347,74528,1621,60491,25,9
"The 2017 WWE Yearbook","WWE",17,"Sports",475458,13373,773,3451,25,9
"Disney Rides That Should Get Their Own Movie (w/ Max Landis)!!! - Millennial Falcon","Screen Junkies",1,"Film & Animation",68521,2595,298,727,25,9
"Will & Grace Cast Performs Their Theme Song with Lyrics","The Tonight Show Starring Jimmy Fallon",23,"Comedy",407157,6142,348,468,25,9
"Men vs Women - How Are They Different?","The Infographics Show",27,"Education",265997,7757,922,3658,25,9
"CHIT-CHATTY GeT rEaDay WiTh mE + LOOK BOOK!! by SimplyFaceLogical","Simply Nailogical",24,"Entertainment",1216956,82876,1009,25401,25,9
"ZAYN Dusk Till Dawn ft. Sia - The Key of Awesome UNPLUGGED!","The Key of Awesome",23,"Comedy",108622,4293,308,557,25,9
"Ed Sheeran - Perfect [Official Lyric Video]","Ed Sheeran",10,"Music",6233442,391408,3472,19706,25,9
"40 Donuts in 1 Donut","Good Mythical MORE",23,"Comedy",405479,9135,398,718,25,9
"Spätzle Recipe - How to Make Spätzle or Spaetzle (Tiny German Dumplings)","Food Wishes",26,"Howto & Style",270239,8757,249,1154,25,9
"Danielle Bregoli is BHAD BHABIE “Hi Bich / Whachu Know” (Official Music Video)","Bhad Bhabie",10,"Music",8266750,306401,105782,57706,25,9
"Jim Parsons Opens Up About Marriage And Why He Didn't Hurry Into It","The Late Show with Stephen Colbert",24,"Entertainment",961498,12412,1198,1566,25,9
"Round 3 of Jimmy Kimmel’s Health Care Battle","Jimmy Kimmel Live",23,"Comedy",1319571,26132,4423,3679,25,9
"Every Recycled Disney Shot & Why - Snow White, Frozen, Toy Story, Moana and More - Cartoon Hangover","CartoonHangover",1,"Film & Animation",109458,3588,128,314,25,9
"iPhone 8 + Apple Watch Series 3 Accessories","iJustine",22,"People & Blogs",657858,19817,1528,2348,25,9
"1922 | Official Trailer [HD] | Netflix","Netflix",24,"Entertainment",1031421,11934,499,1047,25,9
"RHOA: Season 10 Official First Look - Premiering November 5 at 8/7c | Bravo","Bravo",24,"Entertainment",208772,2345,186,1037,25,9
"TESTING EXPENSIVE $$$ AF LIQUID LIPSTICKS | Jeffree Star","jeffreestar",26,"Howto & Style",1742601,65181,4319,8589,25,9
"UNICORN RAINBOW POOP COOKIES - NERDY NUMMIES","Rosanna Pansino",26,"Howto & Style",422660,21296,292,5242,25,9
"Gunman opens fire at Tennessee church","CBS News",25,"News & Politics",8618,93,24,174,25,9
"WILL IT BITE?! - BIG CREEPY SPIDER!","Brave Wilderness",15,"Pets & Animals",3271004,68165,1496,19055,25,9
"iPhone 8 and iPhone 8 Plus Unboxing and First Impressions","Flossy Carter",28,"Science & Technology",113111,4381,204,1814,25,9
"Make-Up Hater Wears Fenty For A Day","Boldly",22,"People & Blogs",1300463,38496,718,2023,25,9
"Stuck In A Cage At An Abandoned Zoo with TheGabbieShow","Rclbeauty101",24,"Entertainment",563477,23237,753,2557,25,9
"Woman brandishing a handgun, machete threatens people at Kardashian boutique","FOX 11 Los Angeles",24,"Entertainment",383692,1368,586,2451,25,9
"Gökhan Saki KOs Henrique da Silva | HIGHLIGHTS | UFC FIGHT NIGHT","UFC ON FOX",17,"Sports",825709,4099,146,1256,25,9
"Worst Nap Ever | Lele Pons","Lele Pons",23,"Comedy",2378821,118275,5044,6336,25,9
"Donald Trump Hits John McCain, Kaepernick, North Korea, & More At Wild Rally | The 11th Hour | MSNBC","MSNBC",25,"News & Politics",52535,389,90,817,25,9
"Why Apple Needs Samsung","Nerdwriter1",24,"Entertainment",722435,37791,952,2992,25,9
"Gardening With Cody 12017 Week 22& 23:  Huge Potato Harvest!","Cody'sLab",27,"Education",140717,5938,77,1319,25,9
"First Look! Ellen Scores Deleted Scenes from Taylor Swift's 'Look What You Made Me Do'","TheEllenShow",24,"Entertainment",5859980,186219,4330,4930,25,9
"Fergie - Save It Til Morning","FergieVEVO",10,"Music",1050052,45397,1029,2795,25,9
"ISLE OF DOGS | Official Trailer | FOX Searchlight","FoxSearchlight",1,"Film & Animation",3905695,73524,4295,5687,25,9
"Original Prusa i3 MK3 Release!","Josef Prusa",28,"Science & Technology",36832,1125,15,232,25,9
"FENTY BEAUTY BY RIHANNA | MY HONEST REVIEW.. | Casey Holmes","Casey Holmes",26,"Howto & Style",281148,12284,491,1824,25,9
"ASKING ALEXANDRIA - Into The Fire (Official Music Video)","SumerianRecords",10,"Music",1191098,77441,2248,8781,25,9
"$1,400 WORTH OF MAKEUP! Applying All My High End Makeup!","Chloe Morello",26,"Howto & Style",272855,15349,386,902,25,9
"Jason Derulo - If I'm Lucky Part 1 (Official Music Video)","Jason Derulo",10,"Music",1478187,52658,1243,2117,25,9
"How to Invest (and other money questions with The Financial Diet)","vlogbrothers",22,"People & Blogs",117927,4890,256,673,25,9
"Ryan Seacrest On Mariah Carey’s Disastrous NYE Performance | WWHL","Watch What Happens Live with Andy Cohen",24,"Entertainment",112768,332,180,183,25,9
"Film Theory: How Much is YOUR SOUL Worth? (Fullmetal Alchemist Brotherhood)","The Film Theorists",1,"Film & Animation",1293582,53837,2266,9947,25,9
"Rrrrrrrrrrrrr","nono du rire nono",22,"People & Blogs",227664,762,167,93,25,9
"GETTING READY WITH ME FOR FALL!","Lauren Elizabeth",23,"Comedy",117429,6169,190,265,25,9
"Lecrae - Facts (Audio)","LecraeVEVO",10,"Music",132989,4237,107,532,25,9
"Rams vs. 49ers | NFL Week 3 Game Highlights","NFL",17,"Sports",1301264,13282,504,2613,25,9
"2CELLOS - Love Story [OFFICIAL VIDEO]","2CELLOS",10,"Music",231221,16482,119,725,25,9
"MACKLEMORE FEAT KESHA - GOOD OLD DAYS (OFFICIAL MUSIC VIDEO)","Macklemore LLC",10,"Music",3062496,133447,1585,5446,25,9
"How the Massive Equifax Data Breach Happened","SciShow",27,"Education",245756,7457,130,731,25,9
"Jackie Chan & Olivia Munn Answer Martial Arts Questions From Twitter | Tech Support | WIRED","WIRED",24,"Entertainment",1540897,34962,728,3557,25,9
"Types Of Guys Your BFF Dates (ft. Alex Wassabi & LaurDIY)","IISuperwomanII",23,"Comedy",3512949,202197,2269,23204,25,9
"Noah Cyrus - Again ft. XXXTENTACION","NoahCyrusVEVO",10,"Music",2615972,172668,5840,11871,25,9
"#UNGA General Debate - 23 September 2017 - Ireland, DPR Korea, and more","United Nations",25,"News & Politics",22705,225,19,9,25,9
"Gwen Stefani - You Make It Feel Like Christmas (Audio) ft. Blake Shelton","GwenStefaniVEVO",10,"Music",129005,4162,197,533,25,9
"Cristiano Ronaldo Reacts To My Football Videos","ChrisMD",24,"Entertainment",4083279,248341,2942,13150,25,9
"Depeche Mode - Heroes (Highline Sessions Version)","DepecheModeVEVO",10,"Music",475968,18921,383,1290,25,9
"Burning Man - My Playa Girlfriend","Jesse",24,"Entertainment",963126,63263,1796,5218,25,9
"5 Matte Nail Art Designs For FALL! 🍂","cutepolish",26,"Howto & Style",82858,6161,59,392,25,9
"VEGAN KRISPIE TREATS | How to Cook with Megan Batoon","MeganBatoon",24,"Entertainment",43071,2660,24,425,25,9
"Joji Sets His Face on Fire While Eating Spicy Wings | Hot Ones","First We Feast",26,"Howto & Style",3735932,231187,2989,21472,25,9
"This Week I Learned to Blacksmith with Alec Steele","Mike Boyd",24,"Entertainment",312953,14593,113,1686,25,9
"It’s official! (w/ Miel)","AnthonyPadilla",23,"Comedy",465317,36604,551,3036,25,9
"Why You Shouldn't Have Kids","Greg and Mitch",27,"Education",237555,8830,5617,3338,25,9
"HURRY UP! by SUPERFRUIT","SUPERFRUIT",24,"Entertainment",262855,25352,170,2355,25,9
"Kygo - This Town ft. Sasha Sloan","KygoOfficialVEVO",10,"Music",841643,42041,402,1209,25,9
"WALK THE MOON - One Foot (Official Video)","WalkTheMoonVEVO",10,"Music",210876,11498,285,1069,25,9
"Learn to Play Cat - Simon's Cat | LOGIC","Simon's Cat",15,"Pets & Animals",98524,4891,62,322,25,9
"Watsky- Yes Britannia [x Infinity]","WATSKY!",24,"Entertainment",58828,4322,31,414,25,9
"Disney Villain Lipsticks! - First Impression Friday","grav3yardgirl",26,"Howto & Style",311866,13872,224,1224,25,9
"BACK TO SCHOOL MAKEUP TUTORIAL IN 10 EASY STEPS","Glam&Gore",22,"People & Blogs",291646,23512,347,1504,25,9
"TOMB RAIDER - The FUTURE of VIDEO GAME MOVIES?? (Trailer Talk)","Andre Black Nerd",24,"Entertainment",27168,2020,11,524,25,9
"The rise and fall of the American fallout shelter","Vox",25,"News & Politics",473374,14160,369,1269,25,9
"ELDERS REACT TO RUPAUL’S DRAG RACE","FBE",24,"Entertainment",793219,31707,880,4527,25,9
"Is Reality Real? The Simulation Argument","Kurzgesagt – In a Nutshell",27,"Education",3231750,132562,6307,18974,25,9
"Conan Invites Himself To Gal Gadot's Apartment  - CONAN on TBS","Team Coco",23,"Comedy",674208,10692,363,691,25,9
"iPhone 8 Durability Test - BEND TEST - Glass Scratch Video!","JerryRigEverything",28,"Science & Technology",1485573,36469,1647,4476,25,9
"Foo Fighters Carpool Karaoke","The Late Late Show with James Corden",24,"Entertainment",4862619,94797,1929,7270,25,9
"Why the Future Could Mean Delivery Straight Into Your Fridge","Walmart",27,"Education",40006,54,94,0,25,9
"Giving Dolls Tiny Makeovers (feat. Shane Dawson)","Safiya Nygaard",22,"People & Blogs",3266876,187430,2568,12758,25,9
"Karrueche Tran","Wendy Williams",24,"Entertainment",493839,5988,647,1901,25,9
"True Love: Songify Princess Bride","schmoyoho",24,"Entertainment",72984,4666,209,314,25,9
"Are You In A Simulation?","Vsauce3",27,"Education",1109302,62173,1167,6161,25,9
"Tamar Braxton - Blind","TamarbraxtonVEVO",10,"Music",149218,5863,204,997,25,9
"Carlos Vives - Pescaíto (Official Video)","CarlosVivesVEVO",10,"Music",638777,14969,500,718,25,9
"Young Fan Hospitalized After Being Struck By Foul Ball At Yankee Stadium","CBS New York",25,"News & Politics",1083744,2893,449,1825,25,9
"Darci Lynne and Terry Fator Deliver An Unbelievable Performance - America's Got Talent 2017","America's Got Talent",24,"Entertainment",4078865,39612,2025,2977,25,9
"Jeremy Camp - Storm","JeremyCampVEVO",10,"Music",36901,2301,11,134,25,9
"I did it. I found the Worst Book.","Jenny Nicholson",1,"Film & Animation",63511,3778,65,1194,25,9
"What If the Whale Swallowed You Alive?","Meet Arnold",22,"People & Blogs",3532827,82253,5309,11921,25,9
"The Spa Car Drivable Hot Tub","colinfurze",2,"Cars & Vehicles",2163031,83127,1564,5402,25,9
"This drone that carries your child is terrifying","Simone Giertz",28,"Science & Technology",159865,8605,377,759,25,9
"Niall Horan - Too Much To Ask (Official)","NiallHoranVEVO",10,"Music",3877797,408770,1451,30827,25,9
"Why Is Your Grandma So Short?","MinuteEarth",28,"Science & Technology",326636,11859,325,1310,25,9
"Top 10 Things That IT (2017) Did Differently","WatchMojo.com",24,"Entertainment",1219738,23168,757,2087,25,9
"Maggie Rogers - Split Stones","MaggieRogersVEVO",10,"Music",67057,3424,75,248,25,9
"The Best TV Theme Song You've Ever Heard: Extinct - Peter Hollens, Taylor Davis, and DevinSuperTramp","Peter Hollens",10,"Music",78024,5124,103,703,25,9
"What Would Happen If You Never Stopped Eating?","Life Noggin",27,"Education",820083,20663,947,6500,25,9
"Mumbai Rains special Water Ride 2017 | Mumbai","Malhar Takle",22,"People & Blogs",15992,12,0,2,25,9
"The Maine - How Do You Feel?","TheMaineOfficialVEVO",10,"Music",43708,3938,40,686,25,9
"The Epic Scam that Created an Iconic Rock Band - Cracked Responds (The Zombies, English Rock)","Cracked",23,"Comedy",202766,6078,135,636,25,9
"Uber loses London operating licence - BBC News","BBC News",25,"News & Politics",361374,2667,462,2055,25,9
"DeJ Loaf - Changes (Audio)","dejloafVEVO",10,"Music",44696,2695,50,224,25,9
"Why Mount Rushmore is the Weirdest Monument","CollegeHumor",23,"Comedy",1645152,38043,7603,8014,25,9
"Katherine Johnson Interview, Sept. 2017","NASA Langley Research Center",28,"Science & Technology",7038,104,2,15,25,9
"73 Questions With Tracee Ellis Ross | Vogue","Vogue",24,"Entertainment",291603,13210,175,1069,25,9
"Rob Parker weighs in on Charles Barkley's comments and Kevin Durant's off-court drama | THE HERD","The Herd with Colin Cowherd",17,"Sports",93395,714,105,338,25,9
"Why we self sabotage","Anna Akana",23,"Comedy",252843,18748,282,861,25,9
"CHILD GETS HIT WITH TODD FRAZIER FOUL BALL LINE DRIVE AT YANKEE STADIUM - Yankees v Twins","Chris Goossens",19,"Travel & Events",167051,67,18,110,25,9
"CHEMOTHERAPY HIT ME HARD (My First Cycle)","Wil Dasovich",22,"People & Blogs",377188,13773,140,1831,25,9
"Hollyn - ¡Hola! (Official Audio Video)","Hollyn",10,"Music",39841,1973,27,197,25,9
"Taking Everything Literally | Anwar Jibawi","Anwar Jibawi",23,"Comedy",1911072,95877,1578,5050,25,9
"Theresa May's Brexit speech in Florence - watch live","Guardian Wires",25,"News & Politics",42769,98,221,612,25,9
"Samsung Galaxy Note 8 Review: A $1000 Android!","Marques Brownlee",28,"Science & Technology",1628885,54308,1390,7325,25,9
"JUMANJI: WELCOME TO THE JUNGLE (OFFICIAL TRAILER)","The Rock",24,"Entertainment",1122955,22450,2065,2451,25,9
"Look What You Made Me Do: Taylor Mountain","Taylor Swift",10,"Music",1736224,49799,1632,2682,25,9
"YELLE - Romeo (Lyric Video)","Yelle",10,"Music",50194,1577,23,137,25,9
"How To Cake It KITCHEN TOUR - BLINDFOLD CHALLENGE!! | Yolanda Gampp | How To Cake It","How To Cake It",26,"Howto & Style",246956,10946,146,1371,25,9
"Bicycle line guy. 1st attempt","Bis Kack",22,"People & Blogs",1752,2,0,0,25,9
"Blimping","Joshua De Laurentiis",22,"People & Blogs",454934,8240,637,730,25,9
"Chicken Fajita Soup Recipe | Episode 1195","Laura in the Kitchen",26,"Howto & Style",87062,3686,76,203,25,9
"The Importance of Vulnerability","The School of Life",27,"Education",153587,6234,128,420,25,9
"Martin Scorsese Teaches Filmmaking | Official Trailer","MasterClass",27,"Education",68068,733,1,94,25,9
"The $40 Internationally Standard Cup of Tea","Half as Interesting",27,"Education",166509,8099,188,879,25,9
"Anatomy of a Scene from Battle of the Sexes","The New York Times",24,"Entertainment",8681,128,18,34,25,9
"DATING A BISEXUAL","MyHarto",26,"Howto & Style",226560,14929,1318,2301,25,9
"TOMB RAIDER - Official Trailer #1","Warner Bros. Pictures",24,"Entertainment",9449472,69326,18618,19463,25,9
"DIY BAGEL BITE - NORMAL VS GIANT","HellthyJunkFood",24,"Entertainment",391928,11445,227,1661,25,9
"Bini the slam dunking basketball bunny - Meet the Record Breakers","Guinness World Records",24,"Entertainment",44810,819,28,85,25,9
"DJ Snake - A Different Way (Audio) ft. Lauv","DJSnakeVEVO",10,"Music",633561,32290,779,1823,25,9
"KB - Hometeam ft. Lecrae","Reach Records",10,"Music",110004,4253,76,564,25,9
"Flight of the Year // Trains, Bridges, Rapids, Mountains, Sunset, Gapping, Perching, Powerlooping","NURK FPV",28,"Science & Technology",819498,9761,402,1262,25,9
"Too Good At Goodbyes - SAM SMITH | Alicia Moffet & KHS Cover","Kurt Hugo Schneider",24,"Entertainment",380526,22623,178,704,25,9
"Trip (The Movie)","Jhené Aiko",10,"Music",279284,0,0,1053,25,9
"Getting to know Victoria Beckham","pixiwoo",26,"Howto & Style",177279,8229,242,753,25,9
"10 Years Of ‘Keeping Up With The Kardashians’: Kris Jenner, Kim K Look Back | Megyn Kelly TODAY","TODAY",25,"News & Politics",1460377,10873,1498,1340,25,9
"Anne-Marie - Heavy [Official Audio]","IAmAnneMarie",10,"Music",139302,10593,107,653,25,9
"Is Star Wars Ruining The Mystery? - SJU","ScreenJunkies News",24,"Entertainment",32503,777,52,233,25,9
"Taylor Swift as a Limp Bizkit Song","Super Deluxe",24,"Entertainment",68918,2821,50,370,25,9
"I Launched My Own Brand! Petite Cosmetics","Tina Yong",26,"Howto & Style",154223,10602,87,3454,25,9
"Bear in Russian traffic","Niks Ļeoņenko",23,"Comedy",161606,1823,97,257,25,9
"ATHENA Laser Weapon System Defeats Unmanned Aerial Systems","LockheedMartinVideos",28,"Science & Technology",424282,395,86,190,25,9
"5 AMAZING FALL/AUTUMN THEMED CUPCAKES IN 5 MINUTES- The Scran Line","The Scran Line",26,"Howto & Style",30658,1796,17,88,25,9
"Peter Rabbit Trailer","Trailers Promos Teasers",24,"Entertainment",16840,67,76,37,25,9
"Massive earthquake rocks Mexico City","The Oregonian",25,"News & Politics",1229604,5088,2162,2165,25,9
"MY GIRLFRIEND'S GAY FRIEND","Chris Reinacher",22,"People & Blogs",106689,8641,273,580,25,9
"My Lazy Day Makeup Routine","Christen Dominique",26,"Howto & Style",402390,24193,356,1623,25,9
