Amazon,,,,Starbucks,,,,Coca-Cola,,,,S&P 500,,,
date,close,Price Change,Return,date,close,Price Change,Return,date,close,Price Change,Return,date,close,Price Change,Return
10/20/2010,158.67,0,0.00,10/20/2010,12.2456,0.1651,1.37,10/20/2010,24.5788,0.3256,1.34,10/20/2010,101.6255,0.9829,0.98
10/21/2010,164.97,6.3,3.97,10/21/2010,12.1742,-0.0714,-0.58,10/21/2010,24.7074,0.1286,0.52,10/21/2010,101.8496,0.2241,0.22
10/22/2010,169.13,4.16,2.52,10/22/2010,12.7095,0.5353,4.40,10/22/2010,24.7636,0.0562,0.23,10/22/2010,102.0393,0.1897,0.19
10/25/2010,169,-0.13,-0.08,10/25/2010,12.6649,-0.0446,-0.35,10/25/2010,24.5225,-0.2411,-0.97,10/25/2010,102.3411,0.3018,0.30
10/26/2010,169.95,0.95,0.56,10/26/2010,12.7274,0.0625,0.49,10/26/2010,24.6149,0.0924,0.38,10/26/2010,102.3583,0.0172,0.02
10/27/2010,167.51,-2.44,-1.44,10/27/2010,12.6069,-0.1205,-0.95,10/27/2010,24.5948,-0.0201,-0.08,10/27/2010,102.0652,-0.2931,-0.29
10/28/2010,166.84,-0.67,-0.40,10/28/2010,12.5936,-0.0133,-0.11,10/28/2010,24.6029,0.0081,0.03,10/28/2010,102.0824,0.0172,0.02
10/29/2010,165.23,-1.61,-0.96,10/29/2010,12.7408,0.1472,1.17,10/29/2010,24.6471,0.0442,0.18,10/29/2010,102.16,0.0776,0.08
11/1/2010,162.58,-2.65,-1.60,11/1/2010,12.8523,0.1115,0.88,11/1/2010,24.8038,0.1567,0.64,11/1/2010,102.1945,0.0345,0.03
11/2/2010,164.61,2.03,1.25,11/2/2010,12.8835,0.0312,0.24,11/2/2010,24.8641,0.0603,0.24,11/2/2010,103.005,0.8105,0.79
11/3/2010,168.47,3.86,2.34,11/3/2010,12.9817,0.0982,0.76,11/3/2010,24.9003,0.0362,0.15,11/3/2010,103.4188,0.4138,0.40
11/4/2010,168.93,0.46,0.27,11/4/2010,13.2716,0.2899,2.23,11/4/2010,25.1013,0.201,0.81,11/4/2010,105.4105,1.9917,1.93
11/5/2010,170.77,1.84,1.09,11/5/2010,13.7713,0.4997,3.77,11/5/2010,25.1535,0.0522,0.21,11/5/2010,105.8071,0.3966,0.38
11/8/2010,171.99,1.22,0.71,11/8/2010,13.6642,-0.1071,-0.78,11/8/2010,25.1053,-0.0482,-0.19,11/8/2010,105.6088,-0.1983,-0.19
11/9/2010,170.27,-1.72,-1.00,11/9/2010,13.459,-0.2052,-1.50,11/9/2010,25.1776,0.0723,0.29,11/9/2010,104.85,-0.7588,-0.72
11/10/2010,173.33,3.06,1.80,11/10/2010,13.5928,0.1338,0.99,11/10/2010,25.1415,-0.0361,-0.14,11/10/2010,105.2725,0.4225,0.40
11/11/2010,170.37,-2.96,-1.71,11/11/2010,13.7133,0.1205,0.89,11/11/2010,25.242,0.1005,0.40,11/11/2010,104.8759,-0.3966,-0.38
11/12/2010,165.68,-4.69,-2.75,11/12/2010,13.4679,-0.2454,-1.79,11/12/2010,25.2902,0.0482,0.19,11/12/2010,103.6344,-1.2415,-1.18
11/15/2010,158.9,-6.78,-4.09,11/15/2010,13.7334,0.2655,1.97,11/15/2010,25.3063,0.0161,0.06,11/15/2010,103.4878,-0.1466,-0.14
11/16/2010,157.78,-1.12,-0.70,11/16/2010,13.3698,-0.3636,-2.65,11/16/2010,24.9526,-0.3537,-1.40,11/16/2010,101.8755,-1.6123,-1.56
11/17/2010,158.35,0.57,0.36,11/17/2010,13.437,0.0672,0.50,11/17/2010,25.1294,0.1768,0.71,11/17/2010,101.9272,0.0517,0.05
11/18/2010,164.17,5.82,3.68,11/18/2010,13.7013,0.2643,1.97,11/18/2010,25.66,0.5306,2.11,11/18/2010,103.4274,1.5002,1.47
11/19/2010,164.82,0.65,0.40,11/19/2010,13.782,0.0807,0.59,11/19/2010,25.8529,0.1929,0.75,11/19/2010,103.712,0.2846,0.28
11/22/2010,170.39,5.57,3.38,11/22/2010,13.8313,0.0493,0.36,11/22/2010,25.8328,-0.0201,-0.08,11/22/2010,103.6257,-0.0863,-0.08
11/23/2010,168.2,-2.19,-1.29,11/23/2010,13.6207,-0.2106,-1.52,11/23/2010,25.5715,-0.2613,-1.01,11/23/2010,102.1255,-1.5002,-1.45
11/24/2010,177.25,9.05,5.38,11/24/2010,14.1046,0.4839,3.55,11/24/2010,25.9695,0.398,1.56,11/24/2010,103.6344,1.5089,1.48
11/26/2010,177.2,-0.05,-0.03,11/26/2010,13.9522,-0.1524,-1.08,11/26/2010,25.7685,-0.201,-0.77,11/26/2010,102.4273,-1.2071,-1.16
11/29/2010,179.49,2.29,1.29,11/29/2010,13.7954,-0.1568,-1.12,11/29/2010,25.656,-0.1125,-0.44,11/29/2010,102.7377,0.3104,0.30
11/30/2010,175.4,-4.09,-2.28,11/30/2010,13.7103,-0.0851,-0.62,11/30/2010,25.5669,-0.0891,-0.35,11/30/2010,102.16,-0.5777,-0.56
12/1/2010,176.55,1.15,0.66,12/1/2010,14.2031,0.4928,3.59,12/1/2010,26.1862,0.6193,2.42,12/1/2010,104.3327,2.1727,2.13
12/2/2010,176.53,-0.02,-0.01,12/2/2010,14.6781,0.475,3.34,12/2/2010,26.2671,0.0809,0.31,12/2/2010,105.6691,1.3364,1.28
12/3/2010,175.68,-0.85,-0.48,12/3/2010,14.6602,-0.0179,-0.12,12/3/2010,26.1052,-0.1619,-0.62,12/3/2010,105.9536,0.2845,0.27
12/6/2010,178.05,2.37,1.35,12/6/2010,14.6602,0,0.00,12/6/2010,25.8988,-0.2064,-0.79,12/6/2010,105.8416,-0.112,-0.11
12/7/2010,176.77,-1.28,-0.72,12/7/2010,14.687,0.0268,0.18,12/7/2010,25.9595,0.0607,0.23,12/7/2010,105.9019,0.0603,0.06
12/8/2010,176.29,-0.48,-0.27,12/8/2010,14.5974,-0.0896,-0.61,12/8/2010,26.0607,0.1012,0.39,12/8/2010,106.2899,0.388,0.37
12/9/2010,174.85,-1.44,-0.82,12/9/2010,14.5168,-0.0806,-0.55,12/9/2010,26.2388,0.1781,0.68,12/9/2010,106.7037,0.4138,0.39
12/10/2010,175.62,0.77,0.44,12/10/2010,14.6019,0.0851,0.59,12/10/2010,26.1659,-0.0729,-0.28,12/10/2010,107.3245,0.6208,0.58
12/13/2010,174.25,-1.37,-0.78,12/13/2010,14.3331,-0.2688,-1.84,12/13/2010,26.2469,0.081,0.31,12/13/2010,107.3935,0.069,0.06
12/14/2010,173.94,-0.31,-0.18,12/14/2010,14.3857,0.0526,0.37,12/14/2010,25.8624,-0.3845,-1.46,12/14/2010,107.4883,0.0948,0.09
12/15/2010,175.57,1.63,0.94,12/15/2010,14.2793,-0.1064,-0.74,12/15/2010,26.2023,0.3399,1.31,12/15/2010,106.9969,-0.4914,-0.46
12/16/2010,178.04,2.47,1.41,12/16/2010,14.6019,0.3226,2.26,12/16/2010,26.4452,0.2429,0.93,12/16/2010,107.6176,0.6207,0.58
12/17/2010,177.58,-0.46,-0.26,12/17/2010,14.6893,0.0874,0.60,12/17/2010,26.5909,0.1457,0.55,12/17/2010,107.7323,0.1147,0.11
12/20/2010,183.29,5.71,3.22,12/20/2010,14.7542,0.0649,0.44,12/20/2010,26.433,-0.1579,-0.59,12/20/2010,107.9923,0.26,0.24
12/21/2010,184.75,1.46,0.80,12/21/2010,14.7229,-0.0313,-0.21,12/21/2010,26.5059,0.0729,0.28,12/21/2010,108.677,0.6847,0.63
12/22/2010,184.76,0.01,0.01,12/22/2010,14.7542,0.0313,0.21,12/22/2010,26.5464,0.0405,0.15,12/22/2010,109.015,0.338,0.31
12/23/2010,182.59,-2.17,-1.17,12/23/2010,14.6198,-0.1344,-0.91,12/23/2010,26.5423,-0.0041,-0.02,12/23/2010,108.859,-0.156,-0.14
12/27/2010,182.14,-0.45,-0.25,12/27/2010,14.5481,-0.0717,-0.49,12/27/2010,26.3359,-0.2064,-0.78,12/27/2010,108.9024,0.0434,0.04
12/28/2010,181.09,-1.05,-0.58,12/28/2010,14.5123,-0.0358,-0.25,12/28/2010,26.4533,0.1174,0.45,12/28/2010,109.0584,0.156,0.14
12/29/2010,183.37,2.28,1.26,12/29/2010,14.5661,0.0538,0.37,12/29/2010,26.4897,0.0364,0.14,12/29/2010,109.1364,0.078,0.07
12/30/2010,182.75,-0.62,-0.34,12/30/2010,14.5213,-0.0448,-0.31,12/30/2010,26.5099,0.0202,0.08,12/30/2010,108.963,-0.1734,-0.16
12/31/2010,180,-2.75,-1.50,12/31/2010,14.3958,-0.1255,-0.86,12/31/2010,26.6192,0.1093,0.41,12/31/2010,108.989,0.026,0.02
1/3/2011,184.22,4.22,2.34,1/3/2011,14.8976,0.5018,3.49,1/3/2011,26.3966,-0.2226,-0.84,1/3/2011,110.1158,1.1268,1.03
1/4/2011,185.01,0.79,0.43,1/4/2011,14.5526,-0.345,-2.32,1/4/2011,25.8502,-0.5464,-2.07,1/4/2011,110.0551,-0.0607,-0.06
1/5/2011,187.42,2.41,1.30,1/5/2011,14.4944,-0.0582,-0.40,1/5/2011,25.6964,-0.1538,-0.59,1/5/2011,110.6271,0.572,0.52
1/6/2011,185.86,-1.56,-0.83,1/6/2011,14.3196,-0.1748,-1.21,1/6/2011,25.5103,-0.1861,-0.72,1/6/2011,110.4105,-0.2166,-0.20
1/7/2011,185.49,-0.37,-0.20,1/7/2011,14.687,0.3674,2.57,1/7/2011,25.4657,-0.0446,-0.17,1/7/2011,110.1938,-0.2167,-0.20
1/10/2011,184.68,-0.81,-0.44,1/10/2011,14.6826,-0.0044,-0.03,1/10/2011,25.5224,0.0567,0.22,1/10/2011,110.0551,-0.1387,-0.13
1/11/2011,184.34,-0.34,-0.18,1/11/2011,14.4541,-0.2285,-1.56,1/11/2011,25.3726,-0.1498,-0.59,1/11/2011,110.4451,0.39,0.35
1/12/2011,184.08,-0.26,-0.14,1/12/2011,14.4272,-0.0269,-0.19,1/12/2011,25.5143,0.1417,0.56,1/12/2011,111.4418,0.9967,0.90
1/13/2011,185.53,1.45,0.79,1/13/2011,14.5213,0.0941,0.65,1/13/2011,25.66,0.1457,0.57,1/13/2011,111.2598,-0.182,-0.16
1/14/2011,188.75,3.22,1.74,1/14/2011,14.6512,0.1299,0.89,1/14/2011,25.5507,-0.1093,-0.43,1/14/2011,112.0659,0.8061,0.72
1/18/2011,191.25,2.5,1.32,1/18/2011,14.7856,0.1344,0.92,1/18/2011,25.6924,0.1417,0.55,1/18/2011,112.2566,0.1907,0.17
1/19/2011,186.87,-4.38,-2.29,1/19/2011,14.7901,0.0045,0.03,1/19/2011,25.6681,-0.0243,-0.09,1/19/2011,111.1558,-1.1008,-0.98
1/20/2011,181.96,-4.91,-2.63,1/20/2011,14.8663,0.0762,0.52,1/20/2011,25.4698,-0.1983,-0.77,1/20/2011,111.0085,-0.1473,-0.13
1/21/2011,177.42,-4.54,-2.50,1/21/2011,14.8752,0.0089,0.06,1/21/2011,25.405,-0.0648,-0.25,1/21/2011,111.2598,0.2513,0.23
1/24/2011,176.85,-0.57,-0.32,1/24/2011,15.0052,0.13,0.87,1/24/2011,25.5993,0.1943,0.76,1/24/2011,111.8925,0.6327,0.57
1/25/2011,176.7,-0.15,-0.08,1/25/2011,15.0768,0.0716,0.48,1/25/2011,25.4819,-0.1174,-0.46,1/25/2011,111.9532,0.0607,0.05
1/26/2011,175.39,-1.31,-0.74,1/26/2011,14.817,-0.2598,-1.72,1/26/2011,25.4819,0,0.00,1/26/2011,112.3866,0.4334,0.39
1/27/2011,184.45,9.06,5.17,1/27/2011,14.7991,-0.0179,-0.12,1/27/2011,25.3767,-0.1052,-0.41,1/27/2011,112.6639,0.2773,0.25
1/28/2011,171.14,-13.31,-7.22,1/28/2011,14.2166,-0.5825,-3.94,1/28/2011,25.1784,-0.1983,-0.78,1/28/2011,110.6965,-1.9674,-1.75
1/31/2011,169.64,-1.5,-0.88,1/31/2011,14.127,-0.0896,-0.63,1/31/2011,25.4374,0.259,1.03,1/31/2011,111.5285,0.832,0.75
2/1/2011,172.11,2.47,1.46,2/1/2011,14.4496,0.3226,2.28,2/1/2011,25.5183,0.0809,0.32,2/1/2011,113.3139,1.7854,1.60
2/2/2011,173.53,1.42,0.83,2/2/2011,14.4272,-0.0224,-0.16,2/2/2011,25.4414,-0.0769,-0.30,2/2/2011,113.0973,-0.2166,-0.19
2/3/2011,173.71,0.18,0.10,2/3/2011,14.4989,0.0717,0.50,2/3/2011,25.3241,-0.1173,-0.46,2/3/2011,113.3486,0.2513,0.22
2/4/2011,175.93,2.22,1.28,2/4/2011,14.5952,0.0963,0.66,2/4/2011,25.32,-0.0041,-0.02,2/4/2011,113.6693,0.3207,0.28
2/7/2011,176.43,0.5,0.28,2/7/2011,14.5526,-0.0426,-0.29,2/7/2011,25.3038,-0.0162,-0.06,2/7/2011,114.38,0.7107,0.63
2/8/2011,183.06,6.63,3.76,2/8/2011,14.899,0.3464,2.38,2/8/2011,25.4455,0.1417,0.56,2/8/2011,114.9,0.52,0.45
2/9/2011,185.3,2.24,1.22,2/9/2011,14.8383,-0.0607,-0.41,2/9/2011,25.5588,0.1133,0.45,2/9/2011,114.64,-0.26,-0.23
2/10/2011,186.21,0.91,0.49,2/10/2011,14.917,0.0787,0.53,2/10/2011,25.7167,0.1579,0.62,2/10/2011,114.6834,0.0434,0.04
2/11/2011,189.25,3.04,1.63,2/11/2011,15.0025,0.0855,0.57,2/11/2011,25.7288,0.0121,0.05,2/11/2011,115.3681,0.6847,0.60
2/14/2011,190.42,1.17,0.62,2/14/2011,15.1059,0.1034,0.69,2/14/2011,25.5548,-0.174,-0.68,2/14/2011,115.6454,0.2773,0.24
2/15/2011,189.03,-1.39,-0.73,2/15/2011,14.926,-0.1799,-1.19,2/15/2011,25.575,0.0202,0.08,2/15/2011,115.2814,-0.364,-0.31
2/16/2011,186.62,-2.41,-1.27,2/16/2011,15.1014,0.1754,1.18,2/16/2011,25.66,0.085,0.33,2/16/2011,116.0094,0.728,0.63
2/17/2011,187.76,1.14,0.61,2/17/2011,15.07,-0.0314,-0.21,2/17/2011,26.1254,0.4654,1.81,2/17/2011,116.3561,0.3467,0.30
2/18/2011,186.5,-1.26,-0.67,2/18/2011,15.296,0.226,1.50,2/18/2011,26.1254,0,0.00,2/18/2011,116.5988,0.2427,0.21
2/22/2011,180.42,-6.08,-3.26,2/22/2011,14.7416,-0.5544,-3.62,2/22/2011,25.8057,-0.3197,-1.22,2/22/2011,114.2587,-2.3401,-2.01
2/23/2011,176.68,-3.74,-2.07,2/23/2011,14.3547,-0.3869,-2.62,2/23/2011,25.8664,0.0607,0.24,2/23/2011,113.5566,-0.7021,-0.61
2/24/2011,177.75,1.07,0.61,2/24/2011,14.3547,0,0.00,2/24/2011,25.8543,-0.0121,-0.05,2/24/2011,113.4786,-0.078,-0.07
2/25/2011,177.24,-0.51,-0.29,2/25/2011,14.6201,0.2654,1.85,2/25/2011,26.0283,0.174,0.67,2/25/2011,114.692,1.2134,1.07
2/28/2011,173.29,-3.95,-2.23,2/28/2011,14.836,0.2159,1.48,2/28/2011,25.8705,-0.1578,-0.61,2/28/2011,115.4027,0.7107,0.62
3/1/2011,169.44,-3.85,-2.22,3/1/2011,14.5706,-0.2654,-1.79,3/1/2011,26.2711,0.4006,1.55,3/1/2011,113.4786,-1.9241,-1.67
3/2/2011,172.02,2.58,1.52,3/2/2011,14.4941,-0.0765,-0.53,3/2/2011,26.0769,-0.1942,-0.74,3/2/2011,113.7213,0.2427,0.21
3/3/2011,172.79,0.77,0.45,3/3/2011,14.8495,0.3554,2.45,3/3/2011,26.5383,0.4614,1.77,3/3/2011,115.6801,1.9588,1.72
3/4/2011,171.67,-1.12,-0.65,3/4/2011,14.899,0.0495,0.33,3/4/2011,26.3926,-0.1457,-0.55,3/4/2011,114.8134,-0.8667,-0.75
3/7/2011,169.08,-2.59,-1.51,3/7/2011,15.1149,0.2159,1.45,3/7/2011,26.3966,0.004,0.02,3/7/2011,113.912,-0.9014,-0.79
3/8/2011,166.89,-2.19,-1.30,3/8/2011,15.2994,0.1845,1.22,3/8/2011,26.5666,0.17,0.64,3/8/2011,114.9087,0.9967,0.87
3/9/2011,169.05,2.16,1.29,3/9/2011,15.5378,0.2384,1.56,3/9/2011,26.5585,-0.0081,-0.03,3/9/2011,114.744,-0.1647,-0.14
3/10/2011,166.14,-2.91,-1.72,3/10/2011,17.0808,1.543,9.93,3/10/2011,26.4249,-0.1336,-0.50,3/10/2011,112.6206,-2.1234,-1.85
3/11/2011,168.07,1.93,1.16,3/11/2011,16.4465,-0.6343,-3.71,3/11/2011,26.4209,-0.004,-0.02,3/11/2011,113.4006,0.78,0.69
3/14/2011,166.73,-1.34,-0.80,3/14/2011,16.0731,-0.3734,-2.27,3/14/2011,26.0662,-0.3547,-1.34,3/14/2011,112.7159,-0.6847,-0.60
3/15/2011,165.08,-1.65,-0.99,3/15/2011,16.0686,-0.0045,-0.03,3/15/2011,25.6953,-0.3709,-1.42,3/15/2011,111.4245,-1.2914,-1.15
3/16/2011,164.7,-0.38,-0.23,3/16/2011,15.7447,-0.3239,-2.02,3/16/2011,25.1123,-0.583,-2.27,3/16/2011,109.3617,-2.0628,-1.85
3/17/2011,160.97,-3.73,-2.26,3/17/2011,15.7852,0.0405,0.26,3/17/2011,25.3895,0.2772,1.10,3/17/2011,110.8091,1.4474,1.32
3/18/2011,161.82,0.85,0.53,3/18/2011,15.7267,-0.0585,-0.37,3/18/2011,25.5607,0.1712,0.67,3/18/2011,111.2104,0.4013,0.36
3/21/2011,164.525,2.705,1.67,3/21/2011,15.8842,0.1575,1.00,3/21/2011,25.9154,0.3547,1.39,3/21/2011,112.934,1.7236,1.55
3/22/2011,162.6,-1.925,-1.17,3/22/2011,15.7222,-0.162,-1.02,3/22/2011,25.8909,-0.0245,-0.09,3/22/2011,112.5422,-0.3918,-0.35
3/23/2011,165.32,2.72,1.67,3/23/2011,16.505,0.7828,4.98,3/23/2011,26.2008,0.3099,1.20,3/23/2011,112.8643,0.3221,0.29
3/24/2011,171.1,5.78,3.50,3/24/2011,16.9053,0.4003,2.43,3/24/2011,26.372,0.1712,0.65,3/24/2011,113.9437,1.0794,0.96
3/25/2011,170.98,-0.12,-0.07,3/25/2011,16.5994,-0.3059,-1.81,3/25/2011,26.588,0.216,0.82,3/25/2011,114.2919,0.3482,0.31
3/28/2011,169.35,-1.63,-0.95,3/28/2011,16.5904,-0.009,-0.05,3/28/2011,26.5106,-0.0774,-0.29,3/28/2011,114.0133,-0.2786,-0.24
3/29/2011,174.62,5.27,3.11,3/29/2011,16.5814,-0.009,-0.05,3/29/2011,26.7919,0.2813,1.06,3/29/2011,114.7793,0.766,0.67
3/30/2011,179.42,4.8,2.75,3/30/2011,16.5185,-0.0629,-0.38,3/30/2011,26.9223,0.1304,0.49,3/30/2011,115.5715,0.7922,0.69
3/31/2011,180.13,0.71,0.40,3/31/2011,16.6219,0.1034,0.63,3/31/2011,27.0446,0.1223,0.45,3/31/2011,115.4148,-0.1567,-0.14
4/1/2011,180.13,0,0.00,4/1/2011,16.7569,0.135,0.81,4/1/2011,27.4034,0.3588,1.33,4/1/2011,115.9022,0.4874,0.42
4/4/2011,182.94,2.81,1.56,4/4/2011,16.523,-0.2339,-1.40,4/4/2011,27.5827,0.1793,0.65,4/4/2011,115.998,0.0958,0.08
4/5/2011,185.29,2.35,1.28,4/5/2011,16.3745,-0.1485,-0.90,4/5/2011,27.5053,-0.0774,-0.28,4/5/2011,115.9806,-0.0174,-0.02
4/6/2011,182.76,-2.53,-1.37,4/6/2011,16.37,-0.0045,-0.03,4/6/2011,27.5705,0.0652,0.24,4/6/2011,116.3462,0.3656,0.32
4/7/2011,184.91,2.15,1.18,4/7/2011,16.1496,-0.2204,-1.35,4/7/2011,27.4931,-0.0774,-0.28,4/7/2011,116.0502,-0.296,-0.25
4/8/2011,184.71,-0.2,-0.11,4/8/2011,16.0911,-0.0585,-0.36,4/8/2011,27.4238,-0.0693,-0.25,4/8/2011,115.6498,-0.4004,-0.35
4/11/2011,184.04,-0.67,-0.36,4/11/2011,15.9652,-0.1259,-0.78,4/11/2011,27.4768,0.053,0.19,4/11/2011,115.3016,-0.3482,-0.30
4/12/2011,180.48,-3.56,-1.93,4/12/2011,16.0911,0.1259,0.79,4/12/2011,27.2729,-0.2039,-0.74,4/12/2011,114.4399,-0.8617,-0.75
4/13/2011,182.29,1.81,1.00,4/13/2011,16.108,0.0169,0.11,4/13/2011,27.4278,0.1549,0.57,4/13/2011,114.4312,-0.0087,-0.01
4/14/2011,181.82,-0.47,-0.26,4/14/2011,16.1811,0.0731,0.45,4/14/2011,27.8477,0.4199,1.53,4/14/2011,114.5182,0.087,0.08
4/15/2011,180.01,-1.81,-1.00,4/15/2011,16.3655,0.1844,1.14,4/15/2011,27.7254,-0.1223,-0.44,4/15/2011,114.936,0.4178,0.36
4/18/2011,178.34,-1.67,-0.93,4/18/2011,16.1091,-0.2564,-1.57,4/18/2011,27.4401,-0.2853,-1.03,4/18/2011,113.6477,-1.2883,-1.12
4/19/2011,178.82,0.48,0.27,4/19/2011,16.2666,0.1575,0.98,4/19/2011,27.3503,-0.0898,-0.33,4/19/2011,114.3006,0.6529,0.57
4/20/2011,183.87,5.05,2.82,4/20/2011,16.5949,0.3283,2.02,4/20/2011,27.6602,0.3099,1.13,4/20/2011,115.8587,1.5581,1.36
4/21/2011,185.89,2.02,1.10,4/21/2011,16.6444,0.0495,0.30,4/21/2011,27.6724,0.0122,0.04,4/21/2011,116.4506,0.5919,0.51
4/25/2011,185.42,-0.47,-0.25,4/25/2011,16.5859,-0.0585,-0.35,4/25/2011,27.6154,-0.057,-0.21,4/25/2011,116.3288,-0.1218,-0.10
4/26/2011,182.3,-3.12,-1.68,4/26/2011,16.4645,-0.1214,-0.73,4/26/2011,27.2852,-0.3302,-1.20,4/26/2011,117.3298,1.001,0.86
4/27/2011,196.63,14.33,7.86,4/27/2011,16.7299,0.2654,1.61,4/27/2011,27.3137,0.0285,0.10,4/27/2011,118.0958,0.766,0.65
4/28/2011,195.07,-1.56,-0.79,4/28/2011,16.5904,-0.1395,-0.83,4/28/2011,27.4808,0.1671,0.61,4/28/2011,118.4788,0.383,0.32
4/29/2011,195.81,0.74,0.38,4/29/2011,16.2845,-0.3059,-1.84,4/29/2011,27.5012,0.0204,0.07,4/29/2011,118.7573,0.2785,0.24
5/2/2011,201.19,5.38,2.75,5/2/2011,16.5005,0.216,1.33,5/2/2011,27.6072,0.106,0.39,5/2/2011,118.5746,-0.1827,-0.15
5/3/2011,198.45,-2.74,-1.36,5/3/2011,16.3295,-0.171,-1.04,5/3/2011,27.6724,0.0652,0.24,5/3/2011,118.148,-0.4266,-0.36
5/4/2011,199.97,1.52,0.77,5/4/2011,16.451,0.1215,0.74,5/4/2011,27.5012,-0.1712,-0.62,5/4/2011,117.3646,-0.7834,-0.66
5/5/2011,197.11,-2.86,-1.43,5/5/2011,16.4195,-0.0315,-0.19,5/5/2011,27.1914,-0.3098,-1.13,5/5/2011,116.3026,-1.062,-0.90
5/6/2011,197.6,0.49,0.25,5/6/2011,16.433,0.0135,0.08,5/6/2011,27.2729,0.0815,0.30,5/6/2011,116.8162,0.5136,0.44
5/9/2011,200.8,3.2,1.62,5/9/2011,16.307,-0.126,-0.77,5/9/2011,27.2933,0.0204,0.07,5/9/2011,117.2689,0.4527,0.39
5/10/2011,203.94,3.14,1.56,5/10/2011,16.3567,0.0497,0.30,5/10/2011,27.4523,0.159,0.58,5/10/2011,118.2699,1.001,0.85
5/11/2011,204.38,0.44,0.22,5/11/2011,16.1581,-0.1986,-1.21,5/11/2011,27.4441,-0.0082,-0.03,5/11/2011,117.0251,-1.2448,-1.05
5/12/2011,206.07,1.69,0.83,5/12/2011,16.456,0.2979,1.84,5/12/2011,27.8477,0.4036,1.47,5/12/2011,117.5822,0.5571,0.48
5/13/2011,202.56,-3.51,-1.70,5/13/2011,16.3206,-0.1354,-0.82,5/13/2011,27.7947,-0.053,-0.19,5/13/2011,116.6769,-0.9053,-0.77
5/16/2011,192.51,-10.05,-4.96,5/16/2011,15.8736,-0.447,-2.74,5/16/2011,27.6521,-0.1426,-0.51,5/16/2011,115.9371,-0.7398,-0.63
5/17/2011,194.81,2.3,1.19,5/17/2011,15.9368,0.0632,0.40,5/17/2011,27.7173,0.0652,0.24,5/17/2011,115.9196,-0.0175,-0.02
5/18/2011,197.09,2.28,1.17,5/18/2011,16.5283,0.5915,3.71,5/18/2011,27.8437,0.1264,0.46,5/18/2011,116.9555,1.0359,0.89
5/19/2011,198.805,1.715,0.87,5/19/2011,16.7675,0.2392,1.45,5/19/2011,27.9089,0.0652,0.23,5/19/2011,117.234,0.2785,0.24
5/20/2011,198.65,-0.155,-0.08,5/20/2011,16.5283,-0.2392,-1.43,5/20/2011,27.8437,-0.0652,-0.23,5/20/2011,116.3026,-0.9314,-0.79
5/23/2011,196.22,-2.43,-1.22,5/23/2011,16.4515,-0.0768,-0.46,5/23/2011,27.5134,-0.3303,-1.19,5/23/2011,114.9534,-1.3492,-1.16
5/24/2011,193.27,-2.95,-1.50,5/24/2011,16.3838,-0.0677,-0.41,5/24/2011,27.5053,-0.0081,-0.03,5/24/2011,114.8577,-0.0957,-0.08
5/25/2011,192.26,-1.01,-0.52,5/25/2011,16.307,-0.0768,-0.47,5/25/2011,27.277,-0.2283,-0.83,5/25/2011,115.2407,0.383,0.33
5/26/2011,195,2.74,1.43,5/26/2011,16.4515,0.1445,0.89,5/26/2011,27.1914,-0.0856,-0.31,5/26/2011,115.7717,0.531,0.46
5/27/2011,194.13,-0.87,-0.45,5/27/2011,16.4605,0.009,0.05,5/27/2011,27.1139,-0.0775,-0.29,5/27/2011,116.2156,0.4439,0.38
5/31/2011,196.69,2.56,1.32,5/31/2011,16.6095,0.149,0.91,5/31/2011,27.2362,0.1223,0.45,5/31/2011,117.4255,1.2099,1.04
6/1/2011,192.395,-4.295,-2.18,6/1/2011,16.2438,-0.3657,-2.20,6/1/2011,27.2158,-0.0204,-0.07,6/1/2011,114.788,-2.6375,-2.25
6/2/2011,193.65,1.255,0.65,6/2/2011,16.2167,-0.0271,-0.17,6/2/2011,26.9223,-0.2935,-1.08,6/2/2011,114.6662,-0.1218,-0.11
6/3/2011,188.32,-5.33,-2.75,6/3/2011,15.8736,-0.3431,-2.12,6/3/2011,26.7144,-0.2079,-0.77,6/3/2011,113.5259,-1.1403,-0.99
6/6/2011,185.69,-2.63,-1.40,6/6/2011,16.1355,0.2619,1.65,6/6/2011,26.6696,-0.0448,-0.17,6/6/2011,112.3246,-1.2013,-1.06
6/7/2011,187.55,1.86,1.00,6/7/2011,16.2213,0.0858,0.53,6/7/2011,26.5799,-0.0897,-0.34,6/7/2011,112.255,-0.0696,-0.06
6/8/2011,188.05,0.5,0.27,6/8/2011,16.1355,-0.0858,-0.53,6/8/2011,26.6614,0.0815,0.31,6/8/2011,111.7849,-0.4701,-0.42
6/9/2011,189.68,1.63,0.87,6/9/2011,16.0407,-0.0948,-0.59,6/9/2011,26.8612,0.1998,0.75,6/9/2011,112.638,0.8531,0.76
6/10/2011,186.53,-3.15,-1.66,6/10/2011,15.8533,-0.1874,-1.17,6/10/2011,26.6573,-0.2039,-0.76,6/10/2011,111.0712,-1.5668,-1.39
6/13/2011,186.29,-0.24,-0.13,6/13/2011,15.7562,-0.0971,-0.61,6/13/2011,26.7389,0.0816,0.31,6/13/2011,111.1582,0.087,0.08
6/14/2011,189.96,3.67,1.97,6/14/2011,15.9233,0.1671,1.06,6/14/2011,26.9401,0.2012,0.75,6/14/2011,112.5684,1.4102,1.27
